serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,is_hit,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed
ZCH016HE,0,0,,,,0,0,0,1,0.020271658897399902,,2019-04-27,
ZCH01MGW,0,0,,,,0,0,0,1,0.0029145232401788235,,2017-10-30,
ZCH01MV4,0,0,,,,0,0,0,1,0.008419224992394447,,2019-04-12,
ZCH01V00,0,0,,,,0,0,0,1,0.0019167244900017977,,2018-02-12,
ZCH01V42,0,0,,,,0,0,0,1,0.0021260876674205065,,2018-02-12,
ZCH01V78,0,0,,,,0,0,0,1,0.0023853022139519453,,2017-11-09,
ZCH01VD8,0,0,,,,0,0,0,1,0.002178613794967532,,2018-02-12,
ZCH01ZFG,0,0,,,,0,0,0,1,0.0017454439075663686,,2018-02-12,
ZCH01ZKC,0,0,,,,0,0,0,1,0.00879959762096405,,2018-02-12,
ZCH0271S,0,0,,,,0,0,0,1,0.002227668883278966,,2018-03-17,
ZCH027W4,0,0,,,,0,0,0,1,0.0028508026152849197,,2019-04-11,
ZCH028CT,0,0,,,,0,0,0,1,0.0031673007179051638,,2018-06-18,
ZCH028J7,0,0,,,,0,0,0,1,0.002504875650629401,,2017-11-09,
ZCH02AYF,0,0,,,,0,0,0,1,0.0070638651959598064,,2017-11-09,
ZCH02TES,0,0,,,,0,0,0,1,0.001614708686247468,,2018-02-12,
ZCH02Z5J,1,0,,2019-03-29,,0,0,1,0,0.001135359751060605,,2018-02-12,
ZCH02ZTL,1,1,2019-12-24,2021-06-19,543.0,1,0,0,0,0.37458065152168274,0.37458065152168274,2018-02-12,680.0
ZCH030T1,0,0,,,,0,0,0,1,0.0012818248942494392,,2018-02-12,
ZCH036VN,0,0,,,,0,0,0,1,0.0014612824888899922,,2018-02-12,
ZCH039JD,0,0,,,,0,0,0,1,0.011867919005453587,,2018-07-01,
ZCH03B9D,0,0,,,,0,0,0,1,0.0026514814235270023,,2018-02-12,
ZCH03BB5,0,0,,,,0,0,0,1,0.0018980598542839289,,2018-02-12,
ZCH03BT6,0,0,,,,0,0,0,1,0.0019094351446256042,,2018-02-12,
ZCH03C9C,0,0,,,,0,0,0,1,0.003025385783985257,,2018-02-12,
ZCH03CEE,0,0,,,,0,0,0,1,0.0017468418227508664,,2018-02-12,
ZCH03CFS,0,0,,,,0,0,0,1,0.0016703431028872728,,2018-02-12,
ZCH03K2S,1,0,,2017-12-25,,0,0,1,0,0.012567528523504734,,2017-11-09,
ZCH03T80,0,0,,,,0,0,0,1,0.0022987942211329937,,2018-01-13,
ZCH03TMJ,0,0,,,,0,0,0,1,0.0015782506670802832,,2018-07-12,
ZCH03TZV,0,0,,,,0,0,0,1,0.0018185230437666178,,2018-01-13,
ZCH040KJ,0,0,,,,0,0,0,1,0.0023192744702100754,,2017-11-14,
ZCH041CP,0,0,,,,0,0,0,1,0.0014811418950557709,,2018-02-12,
ZCH0447E,0,0,,,,0,0,0,1,0.002544635208323598,,2017-11-09,
ZCH04CGB,0,0,,,,0,0,0,1,0.001455163350328803,,2018-04-13,
ZCH04G1T,0,0,,,,0,0,0,1,0.004293388687074184,,2018-01-05,
ZCH04SJG,0,0,,,,0,0,0,1,0.0017705356003716588,,2017-11-14,
ZCH04XCN,0,0,,,,0,0,0,1,0.004565816838294268,,2019-03-21,
ZCH04XJL,0,0,,,,0,0,0,1,0.0017986282473430037,,2018-02-24,
ZCH04Y9C,0,0,,,,0,0,0,1,0.007885975763201714,,2017-11-14,
ZCH04YA5,0,0,,,,0,0,0,1,0.0016385215567424893,,2018-02-12,
ZCH04Z2K,0,0,,,,0,0,0,1,0.0024555297568440437,,2017-11-14,
ZCH04ZSX,0,0,,,,0,0,0,1,0.06516313552856445,,2019-04-16,
ZCH050Z2,0,0,,,,0,0,0,1,0.05061829462647438,,2017-10-30,
ZCH053C1,0,0,,,,0,0,0,1,0.0030393993947654963,,2017-11-09,
ZCH053S1,0,0,,,,0,0,0,1,0.016464175656437874,,2017-11-09,
ZCH053V0,0,0,,,,0,0,0,1,0.0078322384506464,,2017-12-20,
ZCH054W4,0,0,,,,0,0,0,1,0.002106675412505865,,2018-04-27,
