serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010037372121587396,,2019-05-27,,0.162
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006114160642027855,,2019-08-14,,0.162
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003620367730036378,,2019-05-27,,0.162
2AGEU1JY,0,1,2025-05-22,,,Censored Early,0,0,1,1,0,0,0.23405849933624268,0.17572034895420074,2019-06-01,2182.0,0.162
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007727178744971752,,2019-05-27,,0.162
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008992531220428646,,2019-05-27,,0.162
2AGGHGJY,1,1,2024-11-19,2024-11-19,0.0,On time,1,0,0,0,0,0,0.19274726510047913,0.19274726510047913,2019-05-16,2014.0,0.162
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0021305547561496496,,2019-06-01,,0.162
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009053973481059074,,2019-05-27,,0.162
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0019202991388738155,,2019-05-16,,0.162
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.013462454080581665,,2019-05-27,,0.162
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011086150771006942,,2019-05-27,,0.162
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.14945819973945618,,2019-05-27,,0.162
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02527855709195137,,2019-05-27,,0.162
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00406092032790184,,2019-05-27,,0.162
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.05741493031382561,,2019-05-27,,0.162
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.05974126234650612,,2019-05-27,,0.162
2AGH33SY,1,1,2025-02-21,2025-05-08,76.0,Early,0,1,0,1,0,0,0.19443507492542267,0.1641646921634674,2019-05-27,2097.0,0.162
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.05459972843527794,,2019-05-27,,0.162
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001029138918966055,,2019-05-27,,0.162
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010129759320989251,,2019-05-27,,0.162
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.03587349131703377,,2019-05-27,,0.162
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0039094905368983746,,2019-05-27,,0.162
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.02598617412149906,,2019-05-27,,0.162
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0030319574289023876,,2019-05-27,,0.162
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00123850058298558,,2019-05-27,,0.162
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012508133659139276,,2019-05-27,,0.162
2AGHJD4Y,0,1,2025-06-17,,,Censored Early,0,0,1,1,0,0,0.5076833963394165,0.1621791422367096,2019-06-01,2208.0,0.162
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020730155520141125,,2019-05-27,,0.162
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012307169381529093,,2019-05-27,,0.162
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.03996717184782028,,2019-05-27,,0.162
2AGHLGTY,1,0,,2025-08-05,,Missed,0,0,0,0,1,0,0.15549501776695251,,2019-05-27,,0.162
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0036511714570224285,,2019-05-27,,0.162
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0023736446164548397,,2019-05-27,,0.162
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001287080580368638,,2019-05-27,,0.162
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010700362036004663,,2019-05-27,,0.162
2AGHMUYY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004228068515658379,,2019-06-01,,0.162
2AGHMW5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.038426030427217484,,2019-05-27,,0.162
