serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00019509048433974385,,2019-05-27,,0.212
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00027172965928912163,,2019-08-14,,0.212
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005170540534891188,,2019-05-27,,0.212
2AGEU1JY,0,1,2025-05-19,,,Censored Early,0,0,1,1,0,0,0.3396555185317993,0.24610096216201782,2019-06-01,2179.0,0.212
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00017919686797540635,,2019-05-27,,0.212
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00021569755335804075,,2019-05-27,,0.212
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.17480990290641785,,2019-05-16,,0.212
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007090514991432428,,2019-06-01,,0.212
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00017364328959956765,,2019-05-27,,0.212
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000943681807257235,,2019-05-16,,0.212
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010677370009943843,,2019-05-27,,0.212
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00023293588310480118,,2019-05-27,,0.212
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.09067361056804657,,2019-05-27,,0.212
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.042023852467536926,,2019-05-27,,0.212
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000614230171777308,,2019-05-27,,0.212
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.0681016743183136,,2019-05-27,,0.212
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.06842920184135437,,2019-05-27,,0.212
2AGH33SY,1,1,2025-03-01,2025-05-08,68.0,Early,0,1,0,1,0,0,0.326450914144516,0.2713150680065155,2019-05-27,2105.0,0.212
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.12424872815608978,,2019-05-27,,0.212
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00038781779585406184,,2019-05-27,,0.212
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00026416833861730993,,2019-05-27,,0.212
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.04838620126247406,,2019-05-27,,0.212
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005869133165106177,,2019-05-27,,0.212
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.03356243669986725,,2019-05-27,,0.212
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002136204857379198,,2019-05-27,,0.212
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00022291952336672693,,2019-05-27,,0.212
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00031569533166475594,,2019-05-27,,0.212
2AGHJD4Y,0,1,2025-07-24,,,Censored Early,0,0,1,1,0,0,0.3974015712738037,0.21914570033550262,2019-06-01,2245.0,0.212
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00019215366046410054,,2019-05-27,,0.212
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00028331042267382145,,2019-05-27,,0.212
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.033469635993242264,,2019-05-27,,0.212
2AGHLGTY,1,1,2025-02-28,2025-08-05,158.0,Early,0,1,0,1,0,0,0.2705523371696472,0.2534888982772827,2019-05-27,2104.0,0.212
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005398528301157057,,2019-05-27,,0.212
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006962097249925137,,2019-05-27,,0.212
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004068769048899412,,2019-05-27,,0.212
