serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00037735936348326504,,2019-05-27,,0.161
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004011950804851949,,2019-08-14,,0.161
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008338073967024684,,2019-05-27,,0.161
2AGEU1JY,0,1,2025-05-19,,,Censored Early,0,0,1,1,0,0,0.3044559955596924,0.20555491745471954,2019-06-01,2179.0,0.161
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0003091339603997767,,2019-05-27,,0.161
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0003712395846378058,,2019-05-27,,0.161
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.12290576845407486,,2019-05-16,,0.161
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006913300021551549,,2019-06-01,,0.161
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0003312037733849138,,2019-05-27,,0.161
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006560345063917339,,2019-05-16,,0.161
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0019168895669281483,,2019-05-27,,0.161
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000388602347811684,,2019-05-27,,0.161
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.055570993572473526,,2019-05-27,,0.161
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.03697095066308975,,2019-05-27,,0.161
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008075829246081412,,2019-05-27,,0.161
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.07262475788593292,,2019-05-27,,0.161
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.06737417727708817,,2019-05-27,,0.161
2AGH33SY,1,1,2025-03-01,2025-05-08,68.0,Early,0,1,0,1,0,0,0.2919526696205139,0.17136161029338837,2019-05-27,2105.0,0.161
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.09845674782991409,,2019-05-27,,0.161
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005310506676323712,,2019-05-27,,0.161
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005812007584609091,,2019-05-27,,0.161
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.054096464067697525,,2019-05-27,,0.161
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0018564086640253663,,2019-05-27,,0.161
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.03179353103041649,,2019-05-27,,0.161
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013603385305032134,,2019-05-27,,0.161
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001402994617819786,,2019-05-27,,0.161
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010558245703577995,,2019-05-27,,0.161
2AGHJD4Y,0,1,2025-07-20,,,Censored Early,0,0,1,1,0,0,0.4612400531768799,0.16183434426784515,2019-06-01,2241.0,0.161
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006052880780771375,,2019-05-27,,0.161
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006379695842042565,,2019-05-27,,0.161
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.04959433153271675,,2019-05-27,,0.161
2AGHLGTY,1,1,2025-02-28,2025-08-05,158.0,Early,0,1,0,1,0,0,0.22812716662883759,0.20510777831077576,2019-05-27,2104.0,0.161
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010156352072954178,,2019-05-27,,0.161
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007522115483880043,,2019-05-27,,0.161
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000926565786357969,,2019-05-27,,0.161
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000425630685640499,,2019-05-27,,0.161
2AGHMUYY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011572691146284342,,2019-06-01,,0.161
2AGHMW5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.048659373074769974,,2019-05-27,,0.161
2AGHMXGY,1,0,,2023-05-14,,Missed,0,0,0,0,1,0,0.02378198690712452,,2019-05-27,,0.161
2AGHMYTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.06800511479377747,,2019-05-27,,0.161
2AGHMZMY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006329803727567196,,2019-05-27,,0.161
2AGHN0TY,1,1,2020-08-26,2020-10-22,57.0,Early,0,1,0,1,0,0,0.5212782025337219,0.18547892570495605,2019-05-27,457.0,0.161
2AGHN0WY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009205078822560608,,2019-05-27,,0.161
2AGHN16Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006499338778667152,,2019-05-27,,0.161
2AGHN2AY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005540316924452782,,2019-05-27,,0.161
2AGHN3XY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009323854465037584,,2019-05-27,,0.161
2AGHPDKY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007257522665895522,,2019-05-27,,0.161
2AGHSJ4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0003756587684620172,,2019-05-27,,0.161
2AGHSS9Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006439157295972109,,2019-05-27,,0.161
2AGHTBYY,1,1,2023-09-16,2025-01-25,497.0,Early,0,1,0,1,0,0,0.42144301533699036,0.16878874599933624,2019-05-27,1573.0,0.161
2AGHTGEY,1,1,2023-03-07,2023-03-14,7.0,On time,1,0,0,0,0,0,0.2383251041173935,0.1652056723833084,2019-05-27,1380.0,0.161
2AGHTKBY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.010972646065056324,,2019-05-27,,0.161
2AGLY65Y,1,0,,2023-11-20,,Missed,0,0,0,0,1,0,0.016707319766283035,,2019-08-13,,0.161
2AGM231Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007703775772824883,,2019-05-04,,0.161
2AGM23NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007599515374749899,,2019-05-04,,0.161
2AGM5UVY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.09124954044818878,,2019-05-16,,0.161
2AGM5V7Y,1,1,2024-12-22,2025-12-05,348.0,Early,0,1,0,1,0,0,0.3920426666736603,0.296781450510025,2019-05-16,2047.0,0.161
2AGM5VBY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.08032358437776566,,2019-05-16,,0.161
2AGM5VHY,1,0,,2025-01-18,,Missed,0,0,0,0,1,0,0.002362713683396578,,2019-08-14,,0.161
2AGM5W9Y,1,0,,2025-01-16,,Missed,0,0,0,0,1,0,0.0324675552546978,,2019-05-16,,0.161
2AGM5YEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.009979071095585823,,2019-05-04,,0.161
2AGM8EMY,1,0,,2024-10-29,,Missed,0,0,0,0,1,0,0.0744270384311676,,2019-05-16,,0.161
2AGM8EUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006522415787912905,,2019-05-27,,0.161
2AGM8J2Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005945570301264524,,2019-05-16,,0.161
2AGM8JAY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006855292012915015,,2019-05-16,,0.161
2AGM8LNY,0,1,2024-10-23,,,Censored Early,0,0,1,1,0,0,0.28885912895202637,0.17057959735393524,2019-05-04,1999.0,0.161
2AGM8RJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.020936738699674606,,2019-08-13,,0.161
2AGM8RTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.03057715855538845,,2019-05-16,,0.161
2AGM8UNY,1,1,2025-10-18,2026-03-12,145.0,Early,0,1,0,1,0,0,0.481076717376709,0.18838922679424286,2019-08-13,2258.0,0.161
2AGM8V7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005390029400587082,,2019-05-16,,0.161
2AGM9MXY,1,0,,2025-09-21,,Missed,0,0,0,0,1,0,0.02968612127006054,,2019-05-04,,0.161
2AGM9PJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.08892560005187988,,2019-05-04,,0.161
2AGM9RGY,1,0,,2022-12-23,,Missed,0,0,0,0,1,0,0.00035853334702551365,,2019-05-16,,0.161
2AGM9S6Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005577354226261377,,2019-05-16,,0.161
2AGM9SDY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004604928253684193,,2019-05-04,,0.161
2AGM9U1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000422099867137149,,2019-05-16,,0.161
2AGMDJKY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000759204151108861,,2019-05-04,,0.161
2AGMDUAY,1,0,,2023-02-04,,Missed,0,0,0,0,1,0,0.00530619453638792,,2019-05-16,,0.161
