serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005177546408958733,,2019-05-27,,0.183
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000685977574903518,,2019-08-14,,0.183
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011739189503714442,,2019-05-27,,0.183
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.15602052211761475,,2019-06-01,,0.183
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00033707410329952836,,2019-05-27,,0.183
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004831699188798666,,2019-05-27,,0.183
2AGGHGJY,1,0,,2024-11-19,,Missed,0,0,0,0,1,0,0.16291776299476624,,2019-05-16,,0.183
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008873838232830167,,2019-06-01,,0.183
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00041553296614438295,,2019-05-27,,0.183
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009500712621957064,,2019-05-16,,0.183
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004183453507721424,,2019-05-27,,0.183
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004110596782993525,,2019-05-27,,0.183
2AGGL0UY,1,1,2022-02-26,2022-02-27,1.0,On time,1,0,0,0,0,0,0.45742183923721313,0.22573882341384888,2019-05-27,1006.0,0.183
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.024800928309559822,,2019-05-27,,0.183
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001237383927218616,,2019-05-27,,0.183
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.07622557133436203,,2019-05-27,,0.183
2AGH31PY,1,0,,2024-11-18,,Missed,0,0,0,0,1,0,0.05828634276986122,,2019-05-27,,0.183
2AGH33SY,1,1,2025-02-25,2025-05-08,72.0,Early,0,1,0,1,0,0,0.22239434719085693,0.19347621500492096,2019-05-27,2101.0,0.183
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.05840879678726196,,2019-05-27,,0.183
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008389816503040493,,2019-05-27,,0.183
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005918840761296451,,2019-05-27,,0.183
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.046952709555625916,,2019-05-27,,0.183
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015194700099527836,,2019-05-27,,0.183
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.021430980414152145,,2019-05-27,,0.183
