serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed,threshold_used
2AG61PSY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001302216900512576,,2019-05-27,,0.612
2AG8AVRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003705117153003812,,2019-08-14,,0.612
2AGEGU7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGEU1JY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.29647141695022583,,2019-06-01,,0.612
2AGG48NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGG7H1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGGHGJY,1,1,2024-11-17,2024-11-19,2.0,On time,1,0,0,0,0,0,0.6793518662452698,0.6793518662452698,2019-05-16,2012.0,0.612
2AGGHLEY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001302216900512576,,2019-06-01,,0.612
2AGGHM0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGGHMUY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-16,,0.612
2AGGHR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0037881415337324142,,2019-05-27,,0.612
2AGGHR7Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002039796207100153,,2019-05-27,,0.612
2AGGL0UY,1,0,,2022-02-27,,Missed,0,0,0,0,1,0,0.0061530182138085365,,2019-05-27,,0.612
2AGGR3NY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.05803215131163597,,2019-05-27,,0.612
2AGGZNJY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00203181360848248,,2019-05-27,,0.612
2AGH31BY,1,0,,2023-11-01,,Missed,0,0,0,0,1,0,0.02214900404214859,,2019-05-27,,0.612
2AGH31PY,1,1,2024-08-11,2024-11-18,99.0,Early,0,1,0,1,0,0,0.6311612725257874,0.6311612725257874,2019-05-27,1903.0,0.612
2AGH33SY,1,1,2025-02-15,2025-05-08,82.0,Early,0,1,0,1,0,0,0.7311296463012695,0.6775314211845398,2019-05-27,2091.0,0.612
2AGH34HY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.2246858924627304,,2019-05-27,,0.612
2AGH34PY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001302216900512576,,2019-05-27,,0.612
2AGH35GY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHB9XY,1,0,,2024-12-02,,Missed,0,0,0,0,1,0,0.044563617557287216,,2019-05-27,,0.612
2AGHDYHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00151488883420825,,2019-05-27,,0.612
2AGHEP9Y,1,0,,2024-07-26,,Missed,0,0,0,0,1,0,0.017134258523583412,,2019-05-27,,0.612
2AGHGR1Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008579184301197529,,2019-05-27,,0.612
2AGHGRLY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0026742303743958473,,2019-05-27,,0.612
2AGHGRRY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHJD4Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.015166640281677246,,2019-06-01,,0.612
2AGHK55Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012625583913177252,,2019-05-27,,0.612
2AGHK8MY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00188183574937284,,2019-05-27,,0.612
2AGHLEUY,1,0,,2023-11-06,,Missed,0,0,0,0,1,0,0.008640353567898273,,2019-05-27,,0.612
2AGHLGTY,1,1,2025-02-27,2025-08-05,159.0,Early,0,1,0,1,0,0,0.6784021854400635,0.6784021854400635,2019-05-27,2103.0,0.612
2AGHLKHY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHLMXY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001302216900512576,,2019-05-27,,0.612
2AGHLN0Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHMUTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHMUYY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-06-01,,0.612
2AGHMW5Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00843007955700159,,2019-05-27,,0.612
2AGHMXGY,1,0,,2023-05-14,,Missed,0,0,0,0,1,0,0.005858094431459904,,2019-05-27,,0.612
2AGHMYTY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.017774038016796112,,2019-05-27,,0.612
2AGHMZMY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005388146266341209,,2019-05-27,,0.612
2AGHN0TY,1,0,,2020-10-22,,Missed,0,0,0,0,1,0,0.45865392684936523,,2019-05-27,,0.612
2AGHN0WY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHN16Y,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012625583913177252,,2019-05-27,,0.612
2AGHN2AY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
2AGHN3XY,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012746279826387763,,2019-05-27,,0.612
